,index,tweet
2296,avatar,3
2298,justice,3
2299,pobre,3
2300,aaaaaaaaaaaa,3
2301,enfiar,3
2302,perfil,3
2304,trote,3
2305,suficiente,3
2306,meninas,3
2308,restaurant,3
2310,enorme,3
2311,diamonds,3
2312,falam,3
2313,brigar,3
2314,dupla,3
2315,licenca,3
2318,parei,3
2319,estava,3
2320,frase,3
2322,cabeleleiro,3
2323,jbfutureboy,3
2324,barnes,3
2325,elefante,3
2326,estranho,3
2327,play2,3
2328,loser,3
2329,surita,3
2330,conhecimento,3
2331,marcada,3
2332,pegue,3
2334,cadernos,3
2337,engracada,3
2338,tentativa,3
2342,ciencias,3
2344,grape,3
2345,decadas,3
2346,tomada,3
2347,pelomenos,3
2348,guriazinha,3
2349,deixando,3
2350,ignorancia,3
2351,esses,3
2352,pilhas,3
2353,twibbon,3
2354,coisinha,3
2355,rapidinho,3
2356,stalkear,3
2357,twitta,3
2358,teste,3
2359,respeito,3
2360,ahhhhhhhhh,3
2361,skrillex,3
2362,edward,3
2364,campanha,3
2365,novela,3
2366,vicio,3
2367,passam,3
2369,corto,3
2370,anakin,3
2372,fatality,3
2373,presenca,3
2374,pedaco,3
2375,enjoei,3
2377,rabinho,3
2378,contigo,3
2379,across,3
2380,pedras,3
2381,musico,3
2382,animais,3
2384,turner,3
2385,almocei,3
2386,terminando,3
2389,descolorir,3
2390,camiseta,3
2391,consciencia,3
2392,lidar,3
2393,chorarei,3
2394,interpals,3
2395,capotar,3
2396,possivel,3
2399,mouse,3
2400,trending,3
2401,descansar,3
2402,brother,3
2403,caneta,3
2404,micky,3
2405,rerere,3
2406,criatividade,3
2407,mafiacortez,3
2409,robos,3
2410,diaaaaa,3
2412,links,3
2413,conversa,3
2414,calma,3
2415,tdfbrazil,3
2417,horarios,3
2418,quantas,3
2419,voltam,3
2420,certa,3
2421,lives,3
2423,blackbird,3
2424,chatiadissima,3
2425,vampirebite,3
2426,colirios,3
2427,momento,3
2429,monte,3
2430,buraco,3
2431,course,3
2433,colorida,3
2435,shame,3
2436,naninha,3
2437,futura,3
2440,cruel,3
2441,fruit,3
2442,moment,3
2443,aviao,3
2444,curiosidade,3
2445,conversei,3
2446,curtindo,3
2447,fletcherbrazil,3
2448,garantir,3
2449,mcflypower,3
2450,ensinar,3
2451,deitada,3
2453,aguentar,3
2454,sociologia,3
2455,fugir,3
2456,vegetarian,3
2457,trash,3
2458,ridiculo,3
2461,biblia,3
2462,estragar,3
2463,excluir,3
2467,newton,3
2468,marco,3
2469,fotolog,3
2470,drugs,3
2474,tanta,3
2475,mandei,3
2477,musics,3
2478,perguntam,3
2479,melodia,3
2480,flying,3
2481,estado,3
2482,diurno,3
2483,nhacnhacnhac,3
2485,olhando,3
2486,tantos,3
2487,gorda,3
2489,adesivos,3
2490,formas,3
2491,ellen,3
2492,sonhos,3
2494,hands,3
2495,desgosto,3
2497,tdfrocks,3
2499,quebrou,3
2500,terminarei,3
2502,quadra,3
2503,beirut,3
2505,segundo,3
2509,songs,3
2510,andando,3
2512,strange,3
2513,zuando,3
2514,abelhas,3
2515,pastel,3
2516,lenha,3
2517,funcao,3
2518,convenience,3
2519,janeiro,3
2520,instituto,3
2521,litros,3
2522,patio,3
2525,gratis,3
2527,oeoeoeoe,3
2528,episode,3
2529,lucycantdance,3
2530,kidding,3
2532,coloniais,3
2535,naturetto,3
2536,moral,3
2537,animo,3
2539,revoltada,3
2540,concorrentes,3
2541,street,3
2542,zumbi,3
2543,aulinha,3
2545,looboo,3
2546,dexter,3
2548,mandam,3
2549,propaganda,3
2550,lembrancas,3
2551,terrible,3
2552,deletar,3
2555,brasiu,3
2556,opcao,3
2557,sapato,3
2558,imagem,3
2559,cansam,3
2560,sapatos,3
2561,prometo,3
2563,posso,3
2565,print,3
2566,ouvido,3
2567,filhos,3
2568,tasty,3
2570,remember,3
2571,skywalker,3
2572,swift,3
2573,notes,3
2575,piquenique,3
2576,resfriada,3
2577,exploda,3
2579,pictures,3
2580,cresce,3
2581,dentes,3
2582,aluno,3
2584,amiguinho,3
2585,aguenta,3
2586,adicionou,3
2587,horse,3
2588,maior,3
2589,bedroom,3
2591,abbey,3
2592,ironia,3
2593,variar,3
2594,enquanto,3
2595,tarefa,3
2596,lojas,3
2597,apresentacao,3
2598,polinomios,3
2599,vento,3
2600,fiquem,3
2601,disco,3
2603,desejo,3
2604,biscoito,3
2605,tweeting,3
2606,bonitinho,3
2607,odeia,3
2608,lapiseira,3
2609,forgot,3
2610,incapaz,3
2613,preocupacao,3
2615,resfriado,3
2616,qqisso,3
2617,preparar,3
2618,clima,3
2620,prefer,3
2623,cozinha,3
2624,leave,3
2625,lotus,3
2626,colocar,3
2627,lindona,3
2628,mochila,3
2630,starbucks,3
2631,piano,3
2632,gostou,3
2633,achou,3
2634,intojellybeans,3
2636,mario,3
2637,infeliz,3
2639,alergica,3
2640,desenhando,3
2641,compro,3
2642,twipic,3
2643,argentina,3
2644,alcancar,3
2645,lonely,3
2646,encontrei,3
2647,credito,3
2648,zzzzz,3
2649,fodao,3
2650,completa,3
2652,colocou,3
2653,irrita,3
2654,break,3
2655,guris,3
2656,caminho,3
2657,esquisita,3
2658,projeto,3
2659,reclamando,3
2660,jogos,3
2661,atrasada,3
2665,acontecer,3
2666,desligar,3
2668,ensinando,3
2669,esqueca,3
2670,layout,3
2671,interpol,3
2672,spock,3
2673,original,3
2675,confusa,3
2676,avisar,3
2677,inventa,3
2678,introducao,3
2679,apagar,3
2682,medico,3
2683,torrent,3
2686,killerofspace,3
2687,anything,3
2688,principalmente,3
2689,condicionado,3
2690,phone,3
2691,brecho,3
2692,family,3
2694,sabendo,3
2695,paredes,2
2696,peter,2
2698,levem,2
2699,alergico,2
2700,proposito,2
2701,philosopop,2
2703,littlefletcher,2
2707,profile,2
2708,tdfmaniacbrazil,2
2709,planet,2
2710,apostila,2
2711,zzzzzzzzz,2
2712,acostumei,2
2715,inglesas,2
2717,jeitinho,2
2718,marshmalol,2
2719,horrible,2
2721,adaptador,2
2722,viajou,2
2724,mortinha,2
2725,fucar,2
2726,cordas,2
2727,material,2
2728,despedir,2
2729,aaaaaaaaaaa,2
2731,atirar,2
2732,termos,2
2733,cartao,2
2734,monday,2
2735,halls,2
2736,galvao,2
2737,tribo,2
2738,respondem,2
2739,manhas,2
2740,dormirrrrrrrrr,2
2741,years,2
2744,trinta,2
2745,lagrimas,2
2746,bolada,2
2747,printed,2
2748,canto,2
2749,matrix,2
2750,drama,2
2751,fogao,2
2752,boulevard,2
2753,videos,2
2754,speak,2
2755,noticias,2
2756,cairia,2
2758,possiveis,2
2759,marinho,2
2760,sosnsos,2
2762,existencia,2
2763,bolinhas,2
2764,xdddddddddddddddd,2
2765,tocava,2
2766,sentirei,2
2767,loows,2
2768,negro,2
2769,necessario,2
2771,lotada,2
2772,nobodys,2
2773,nascido,2
2774,urgentally,2
2775,errar,2
2776,person,2
2777,miniaturas,2
2778,vespas,2
2779,advogado,2
2780,pingente,2
2781,first,2
2782,deixem,2
2783,gelado,2
2784,human,2
2785,acustumo,2
2786,estranhos,2
2787,preferidos,2
2788,pessimo,2
2792,lyrics,2
2793,mudanca,2
2794,rolou,2
2795,brasilieira,2
2796,novinha,2
2797,epoca,2
2798,travel,2
2799,nxzero,2
2802,tumulos,2
2804,faltou,2
2805,carrega,2
2806,portuguese,2
2807,dannymcfly,2
2808,brazilian,2
2809,carente,2
2810,voltaram,2
2811,festas,2
2812,imbecil,2
2813,estupido,2
2816,louco,2
2817,levei,2
2819,preparada,2
2821,queimei,2
2823,filosofal,2
2824,ocupada,2
2825,mandado,2
2826,treco,2
2827,mundial,2
2828,caracteristicas,2
2829,cirurgia,2
2831,fudida,2
2832,ticket,2
2833,absoluta,2
2834,depoimento,2
2835,prestam,2
2836,rsrsrsrs,2
2837,tesoura,2
2838,nosense,2
2839,lenta,2
2840,acabamos,2
2841,literalmente,2
2843,corno,2
2844,putissima,2
2845,since,2
2846,omgomgomgomg,2
2847,batata,2
2848,mickey,2
2849,zzzzzzzzzzzz,2
2851,aaaaaaaa,2
2852,revolta,2
2853,hurts,2
2854,picasso,2
2855,falarem,2
2857,corta,2
2858,chateada,2
2859,calypso,2
2860,voltarem,2
2861,mails,2
2862,laismosonow,2
2863,merdaaaaaaaa,2
2864,hehehehehe,2
2865,saudadinha,2
2866,planaltina,2
2867,contato,2
2868,daniel,2
2869,follower,2
2870,brancos,2
2871,formspring,2
2872,nowwwww,2
2873,runaways,2
2874,sentiu,2
2875,pergunte,2
2876,fight,2
2877,apple,2
2878,luziania,2
2879,hashii,2
2880,bebendo,2
2881,calcas,2
2882,coceira,2
2884,every,2
2885,reclame,2
2886,fudido,2
2887,exterior,2
2888,rsrsrs,2
2889,chegam,2
2890,cenoura,2
2891,cachorra,2
2892,understand,2
2893,curti,2
2894,parou,2
2895,importante,2
2896,skinny,2
2897,internacional,2
2898,acerola,2
2899,canetinhas,2
2901,moram,2
2903,gostoso,2
2904,vaitomarnocu,2
2906,otaku,2
2907,pergunto,2
2908,dados,2
2909,pelada,2
2910,olimpiadas,2
2912,lovato,2
2914,teodoro,2
2915,mousepad,2
2916,garota,2
2917,viada,2
2918,ligacao,2
2919,clare,2
2920,odiando,2
2921,lanche,2
2922,atualizacao,2
2923,instalei,2
2924,yesssssss,2
2925,funciona,2
2927,stranger,2
2928,dever,2
2929,clara,2
2930,historias,2
2931,aaaaaa,2
2932,acorde,2
2933,simple,2
2934,missao,2
2935,vidinha,2
2938,adventismo,2
2939,caaaara,2
2940,wrote,2
2941,cagada,2
2942,talkin,2
2943,comem,2
2944,einstein,2
2945,quemdera,2
2946,cansaco,2
2947,dormirrrrrrrrrrr,2
2948,design,2
2949,antigas,2
2950,canetas,2
2951,hmmmmmmmmmmm,2
2952,aposto,2
2953,reclama,2
2955,biotecnologia,2
2956,suquinho,2
2957,enxendo,2
2958,picture,2
2959,procurando,2
2960,rebelde,2
2961,gastar,2
2962,soubesse,2
2963,beela,2
2964,mandarinas,2
2965,aceita,2
2966,astrobiologia,2
2967,bateu,2
2968,copiando,2
2969,vizinho,2
2970,mcguy,2
2971,mokeys,2
2972,carregador,2
2973,soninho,2
2975,compensar,2
2977,scary,2
2978,creep,2
2980,levando,2
2981,banca,2
2982,distante,2
2983,falem,2
2985,aguas,2
2986,fantastic,2
2988,caixinha,2
2989,estrelas,2
2990,confiar,2
2991,prometido,2
2992,musiquinha,2
2993,debbie,2
2994,saturday,2
2995,colecao,2
2996,planejado,2
2997,corte,2
2998,grama,2
2999,parem,2
3001,impedindo,2
3002,planos,2
3003,coelho,2
3004,fundo,2
3005,maldito,2
3006,frases,2
3007,ajudo,2
3009,desestressar,2
3011,subnick,2
3012,bright,2
3013,tinta,2
3015,aaaaaaaaaaah,2
3018,possibilidade,2
3019,faniquito,2
3020,especifica,2
3021,hmmmmmmmmmm,2
3022,tempos,2
3023,hobbit,2
3024,conseguem,2
3025,soundtrack,2
3027,policia,2
3028,vitamina,2
3029,proof,2
3031,kkkkkkkkkkk,2
3032,alunos,2
3033,varias,2
3034,formiga,2
3035,dougiemcfly,2
3036,adicionam,2
3037,nivel,2
3038,feladaputa,2
3040,conforme,2
3041,adorando,2
3043,videozinhos,2
3044,barulho,2
3045,stalker,2
3046,future,2
3047,festival,2
3048,esquecida,2
3049,menine,2
3050,salgadinhos,2
3052,mimim,2
3053,adolescencia,2
3054,tortinha,2
3057,remake,2
3058,champagne,2
3059,fletcherday,2
3062,anjos,2
3064,dicionario,2
3065,s2s2s2,2
3066,agrupadas,2
3067,pertinho,2
3068,quecu,2
3069,kkkkkkkkkkkkkkkkkkkkk,2
3070,sapatilha,2
3071,sanduiche,2
3074,mcflyaddiction,2
3077,deleting,2
3078,crente,2
3079,terem,2
3082,spanish,2
3084,jedilovesme,2
3085,especial,2
3086,arroz,2
3087,locadora,2
3088,diria,2
3089,hawking,2
3090,kkkkkkkkkkkkk,2
3091,recupero,2
3094,nenhum,2
3095,conto,2
3096,qisso,2
3097,solicitacao,2
3098,quantos,2
3099,ardendo,2
3101,toque,2
3102,sampaio,2
3103,organizing,2
3104,sustentar,2
3105,mofando,2
3107,estragado,2
3108,ossos,2
3109,games,2
3110,buscopan,2
3111,correria,2
3113,grandinho,2
3114,drain,2
3115,amavam,2
3116,qalou,2
3117,acordes,2
3118,vendendo,2
3119,fracassa,2
3120,single,2
3121,closin,2
3123,bilhoes,2
3124,querida,2
3125,enviaram,2
3128,ficava,2
3129,goshhh,2
3130,origem,2
3131,mimexplica,2
3132,divulgarem,2
3133,justa,2
3134,stand,2
3135,elephant,2
3136,junho,2
3137,aylana,2
3138,nobody,2
3140,phantom,2
3142,ignora,2
3143,diferentes,2
3144,655321,2
3145,cachorro,2
3146,restaurante,2
3147,babaca,2
3149,museu,2
3150,corpo,2
3152,piranha,2
3153,chinelo,2
3154,graus,2
3155,yakisoba,2
3156,admitir,2
3158,certidao,2
3159,ahsim,2
3161,refiz,2
3162,drinking,2
3163,desejem,2
3164,aquario,2
3165,ridicula,2
3166,photoshop,2
3167,casal,2
3168,mordendo,2
3169,kkkkkkkkkkkkkk,2
3170,pretty,2
3171,padme,2
3172,sairam,2
3173,banheira,2
3174,genteeeeeeeeeee,2
3175,comentou,2
3177,prender,2
3178,played,2
3179,atraso,2
3180,capacidade,2
3181,trocou,2
3183,passe,2
3184,lencol,2
3185,psycho,2
3186,beigoss,2
3187,annalbernaz,2
3189,mouth,2
3190,postou,2
3191,sonha,2
3192,nenhuma,2
3193,apoio,2
3194,usando,2
3195,grrrrrrrrr,2
3196,amiguinha,2
3197,artist,2
3198,sonhado,2
3199,jungle,2
3200,dores,2
3201,palavrinha,2
3202,pacote,2
3203,assassinos,2
3204,espirrar,2
3205,textos,2
3206,fonte,2
3207,susto,2
3208,organizar,2
3210,meeeeeeeeeeeeeeeeeeeeerda,2
3211,barata,2
3212,oremos,2
3213,matada,2
3214,rosas,2
3215,parque,2
3216,aumentar,2
3217,s2s2s2s2s2s2s2s2,2
3218,aquela,2
3219,panqueca,2
3220,senhorita,2
3223,tdfbrazil1,2
3224,hmmmmmmmmm,2
3225,chame,2
3226,tarada,2
3228,acalmar,2
3229,beigosssss,2
3230,brinquedo,2
3231,nopainnogain,2
3232,cheguem,2
3233,biofisica,2
3235,sucks,2
3237,tosca,2
3238,esperancas,2
3239,cocota,2
3240,renite,2
3241,sugar,2
3242,destaque,2
3243,compartilhar,2
3244,answer,2
3245,sounds,2
3246,pisar,2
3247,diassss,2
3248,piramide,2
3249,podre,2
3250,certificado,2
3251,quizzes,2
3253,taquem,2
3254,milenios,2
3255,realidade,2
3256,doisgnomos,2
3258,comeu,2
3259,meigo,2
3260,matriculada,2
3261,meses,2
3262,apaixonadinho,2
3264,cristao,2
3266,dormirrrrr,2
3268,indiquem,2
3269,espirito,2
3270,delicious,2
3272,genetica,2
3273,inventam,2
3274,dishes,2
3275,azkaban,2
3276,prisioneiro,2
3277,fazendo,2
3278,vazia,2
3279,prontas,2
3282,abraco,2
3283,venda,2
3284,comecam,2
3285,raramente,2
3287,formar,2
3288,bjorn,2
3289,precisam,2
3290,girlfriend,2
3291,portfolio,2
3292,posers,2
3293,reggae,2
3295,mania,2
3296,afffffffffffffff,2
3297,morrida,2
3298,todinha,2
3299,acredita,2
3300,submarino,2
3301,gfalcone601,2
3302,crime,2
3303,correios,2
3304,avengers,2
3306,filhodaputa,2
3307,renovar,2
3308,pipoca,2
3310,jeans,2
3311,perdido,2
3315,sessao,2
3316,zerar,2
3318,encher,2
3319,comprando,2
3320,lindissima,2
3321,licao,2
3323,chalks,2
3324,young,2
3325,camara,2
3326,comia,2
3327,estacao,2
3328,princesa,2
3329,carnarock,2
3330,convencer,2
3332,curtinho,2
3333,bando,2
3334,pedra,2
3335,linds,2
3336,passion,2
3337,esqueceu,2
3338,solteiro,2
3339,piriguete,2
3340,queimar,2
3341,asking,2
3342,viciou,2
3344,coitada,2
3346,portanto,2
3347,carta,2
3349,zebrinha,2
3350,gravei,2
3351,creme,2
3352,moniquegasp,2
3353,veneno,2
3354,revisada,2
3356,wembley,2
3357,likeaweird,2
3359,amarela,2
3360,imagens,2
3361,dreaming,2
3362,urgentemente,2
3363,casou,2
3364,dddddd,2
3365,estudado,2
3367,lollapaloozabr,2
3369,famous,2
3370,brotar,2
3373,brown,2
3374,muita,2
3375,forma,2
3376,repito,2
3377,samyr,2
3378,cabei,2
3379,odeiam,2
3380,aaaaaaaaaaaaaa,2
3381,moptop,2
3382,amazon,2
3383,dezoitao,2
3384,idiot,2
3385,vidro,2
3386,falcone,2
3387,cabou,2
3388,sincronia,2
3389,truth,2
3390,pulsos,2
3391,vadia,2
3393,garante,2
3394,surpresa,2
3396,breath,2
3397,putting,2
3398,aaaaaaaaaaaaaaaaah,2
3399,errada,2
3400,confortavel,2
3401,voted,2
3402,present,2
3403,bracos,2
3404,estao,2
3405,deuses,2
3406,folha,2
3408,casinha,2
3409,animacao,2
3412,burgers,2
3413,diferenca,2
3414,mercado,2
3416,secar,2
3417,significa,2
3422,vacuo,2
3423,4shared,2
3424,jantar,2
3425,secret,2
3427,files,2
3429,living,2
3431,eternamente,2
3432,somem,2
3435,questao,2
3436,rendeu,2
3437,biret,2
3438,leitura,2
3439,thinkin,2
3440,atrasado,2
3441,velha,2
3442,rotina,2
3443,israel,2
3444,bullying,2
3445,juntar,2
3446,chego,2
3447,americanas,2
3448,keyboard,2
3449,rolar,2
3450,picole,2
3451,aparecer,2
3452,necessito,2
3453,centopeia,2
3455,nemmmmmmmmmmm,2
3456,topic,2
3457,sentia,2
3459,irritada,2
3460,quilos,2
3461,piadinhas,2
3463,vegetariana,2
3465,important,2
3466,worth,2
3467,hates,2
3468,comentar,2
3469,daquilo,2
3470,enrolando,2
3471,duvidar,2
3473,noites,2
3474,bosta,2
3475,amavel,2
3476,aguentando,2
3478,patinar,2
3479,freaking,2
3480,mariana,2
3482,galeria,2
3483,magicos,2
3484,gt360,2
3485,conseguia,2
3486,ficarem,2
3487,sheldon,2
3488,estresse,2
3489,fraca,2
3491,maratona,2
3492,hehehehe,2
3493,param,2
3495,favoritos,2
3497,cofrinho,2
3498,numero,2
3499,juntas,2
3500,pontao,2
3501,cinzas,2
3502,abandone,2
3503,perderam,2
3504,fodoes,2
3506,mayara,2
3507,perfeitamente,2
3508,luanafletcher,2
3509,comentario,2
3510,birthday,2
3511,guardou,2
3512,precisamos,2
3514,frustracao,2
3515,poder,2
3516,fuckin,2
3517,nocao,2
3518,hardcore,2
3519,lollabrasil,2
3520,mcstory,2
3521,lafusabr,2
3523,baixe,2
3525,friday,2
3526,pizzaria,2
3527,steakhouse,2
3528,entregou,2
3529,member,2
3531,graciosa,2
3533,faceis,2
3534,fundamental,2
3535,alergia,2
3536,usuario,2
3537,cuzao,2
3538,bosco,2
3539,parto,2
3540,subir,2
3541,retwittar,2
3542,cigarro,2
3544,negar,2
3546,terapia,2
3547,bandibicha,2
3548,participar,2
3549,sobrinha,2
3550,encontrar,2
3551,aceitando,2
3552,gotico,2
3555,qqqqqqqqq,2
3556,enrolar,2
3558,acordado,2
3560,resquicio,2
3561,sobrenatural,2
3563,twittou,2
3564,mimimimimi,2
3565,grrrrrrr,2
3566,daora,2
3567,omgggggg,2
3568,cenicas,2
3570,dolares,2
3571,nuvens,2
3572,comportamento,2
3573,titia,2
3574,dividindo,2
3575,monitoria,2
3576,nintendo,2
3577,marry,2
3578,enfia,2
3579,rivers,2
3580,wonderland,2
3582,compras,2
3583,wonderwall,2
3584,cinto,2
3585,saida,2
3587,brincava,2
3588,ligue,2
3590,espera,2
3592,vorazes,2
3593,sobre,2
3594,soube,2
3595,resolveram,2
3596,lennon,2
3597,aaaah,2
3598,presa,2
3599,alargar,2
3600,pensava,2
3601,minima,2
3602,faleceu,2
3603,wrong,2
3604,exata,2
3605,larga,2
3606,sleepy,2
3607,ocorrer,2
3609,kapiroto,2
3610,bateria,2
3611,sentem,2
3612,colado,2
3613,peaches,2
3615,mocassim,2
3616,negocio,2
3618,garrafinha,2
3619,beber,2
3620,camisetas,2
3621,luminaria,2
3623,geofisica,2
3624,cuidado,2
3625,demonios,2
3626,porcarias,2
3627,corrido,2
3629,divine,2
3630,fehthiago,2
3633,consumindo,2
3634,brasileiras,2
3636,desculpas,2
3637,accounts,2
3638,sandy,2
3639,salvar,2
3640,bjsmil,2
3641,seguidores,2
3642,desde,2
3644,curtir,2
3645,colocaram,2
3646,cresceu,2
3647,estressada,2
3648,congonhas,2
3649,decisao,2
3650,doutorado,2
3651,explodindo,2
3652,intervalo,2
3654,arvore,2
3656,enlouquecendo,2
3657,checar,2
3658,dependendo,2
3659,humano,2
3660,opera,2
3662,roendo,2
3663,durmam,2
3664,pensou,2
3665,modernismo,2
3666,aquarela,2
3667,carol,2
3668,vivendo,2
3669,titio,2
3670,nylon,2
3671,deeply,2
3673,arrependo,2
3674,tontura,2
3675,habibs,2
3676,adicionando,2
3677,misterio,2
3678,resisti,2
3679,irritei,2
3680,minimizei,2
3681,dormidas,2
3683,britney,2
3684,divulgar,2
3685,joguei,2
3686,revista,2
3687,arrumam,2
3688,biologicas,2
3690,aspirador,2
3691,bonder,2
3692,gravar,2
3693,impressora,2
3694,yellow,2
3695,receita,2
3696,afternoon,2
3698,pescoco,2
3699,correio,2
3700,pesadelo,2
3701,carencia,2
3702,rabanada,2
3703,lugar,2
3704,queigos,2
3705,acidentalmente,2
3706,dificuldade,2
3707,chair,2
3708,mcflyontwitcam,2
3711,colocam,2
3712,afteeeeeer,2
3713,pages,2
3714,devolve,2
3715,autografo,2
3716,espinafre,2
3717,grrrr,2
3718,ficarei,2
3719,literaria,2
3720,agradecer,2
3722,facilidade,2
3723,estagio,2
3724,porco,2
3725,daria,2
3727,zzzzzzzzzzzzzzzzzzzz,2
3729,bingo,2
3730,borrachinhas,2
3731,traduzir,2
3732,amostra,2
3734,poderiamos,2
3736,jennifer,2
3737,passaram,2
3738,secreta,2
3739,coisas,2
3740,identidade,2
3741,teoria,2
3743,abandonado,2
3744,publicar,2
3745,doesnt,2
3746,complicado,2
3747,mentalist,2
3748,julho,2
3749,vegan,2
3750,lalalalalalalalal,2
3752,arumar,2
3753,analuiiiiiisa,2
3754,gregorio,2
3756,declarar,2
3757,libertines,2
3758,offline,2
3760,lasanha,2
3761,faltei,2
3762,mostrando,2
3763,messenger,2
3764,poderei,2
3765,sonhar,2
3766,saves,2
3767,meninos,2
3769,botao,2
3770,invade,2
3771,tiram,2
3772,tirado,2
3773,passagem,2
3774,steve,2
3775,impasse,2
3776,tavares,2
3777,infernal,2
3778,faltava,2
3779,atarde,2
3780,galaxia,2
3781,direita,2
3782,marido,2
3783,patinha,2
3784,frigideira,2
3785,classica,2
3786,maravilhosos,2
3787,someone,2
3789,comum,2
3790,torcer,2
3791,moldy,2
3794,afraid,2
3795,mateus,2
3797,doenca,2
3798,apaixonei,2
3799,sofro,2
3800,happen,2
3801,pintando,2
3802,farmville,2
3803,larguei,2
3805,fevereiro,2
3806,estar,2
3807,feltcher,2
3808,celulares,2
3809,bolinho,2
3810,blowing,2
3811,antigos,2
3812,musculares,2
3813,muuuuuito,2
3814,ahhhhhh,2
3816,resume,2
3818,segurando,2
3820,baixo,2
3821,moedas,2
3822,fallin,2
3824,empolguei,2
3825,mexido,2
3826,lento,2
3827,namoro,2
3828,morder,2
3829,police,2
3830,gospel,2
3832,kiddin,2
3833,superfail,2
3836,obesa,2
3837,moving,2
3838,telescopio,2
3839,temso,2
3840,gostaria,2
3841,pararem,2
3842,luzes,2
3843,altissimo,2
3844,seriado,2
3845,cadeira,2
3847,troll,2
3848,burra,2
3849,atendente,2
3851,taaao,2
3852,eterna,2
3854,cotistas,2
3855,apenas,2
3856,close,2
3857,cappucino,2
3858,claudinha,2
3859,suportar,2
3860,humana,2
3861,marguerita,2
3862,eclipse,2
3863,adora,2
3864,kkkkkkkkk,2
3865,desabafar,2
3867,desocupados,2
3868,omggggggggggggggggg,2
3869,chatas,2
3870,ultimos,2
3871,provavelmenteparavoce,2
3872,errrrr,2
3873,mastabas,2
3874,maiden,2
3875,energetico,2
3877,entrega,2
3878,exceto,2
3879,hannah,2
3880,tocam,2
3882,rapida,2
3883,aaaaaaaaaaaaaaaaaa,2
3884,assustador,2
3885,cotas,2
3886,whats,2
3887,eletromagnetismo,2
3888,books,2
3889,gatinha,2
3890,reacao,2
3892,futeis,2
3894,pedro,2
3895,tadinho,2
3896,kkarou,2
3897,garotos,2
3898,remanescentes,2
3899,pedroso,2
3900,yesssssssss,2
3901,engordei,2
3903,kasabian,2
3904,itens,2
3906,loving,2
3907,olhos,2
3908,espelho,2
3912,horoscopo,2
3913,chrome,2
3914,significado,2
3915,spider,2
3916,tamanho,2
3917,estudadinha,2
3920,ganhou,2
3921,desenhei,2
3922,ahhhhhhhhhhhh,2
3923,demorou,2
3924,bebado,2
3925,aproveitando,2
3926,mcflyharry,2
3927,redacoes,2
3928,quebrada,2
3929,fuvest,2
3930,fundacao,2
3931,place,2
3932,ilegalidade,2
3933,assusta,2
3934,amado,2
3935,sozinho,1
3936,convenceu,1
3937,temporadas,1
3938,particulares,1
3939,maduras,1
3940,juizo,1
3941,danielopohl,1
3942,alubrilhando,1
3943,spoekpseokpeopsoek,1
3944,chorarrrrrrrrrrrrrrrr,1
3945,surpreendeu,1
3946,trancada,1
3947,fletcheeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeer,1
3948,infelizmente,1
3949,yeeeeeeeeeeees,1
3950,jacket,1
3951,vinni,1
3953,parecia,1
3954,chess,1
3955,obviamente,1
3956,praquela,1
3957,denuncia,1
3958,tuuuuuuuuuuuuudo,1
3959,happybirthdayavril,1
3960,xaninho,1
3961,borrachinha,1
3962,lover,1
3963,awwwwwwwwwww,1
3964,paranoia,1
3965,cambada,1
3966,bebida,1
3967,europa,1
3968,apago,1
3969,teeth,1
3970,cosplays,1
3971,meebo,1
3972,aaaaaaaaaaaw,1
3973,batmovel,1
3974,negativei,1
3975,escovando,1
3976,kerem,1
3977,melhorando,1
3978,precisasse,1
3980,limite,1
3981,impedido,1
3983,melhore,1
3984,might,1
3985,brilho,1
3986,worries,1
3987,moscas,1
3988,humilhar,1
3989,cinetica,1
3991,trabalho,1
3992,addicted,1
3993,encontro,1
3996,brechos,1
3997,vividovale,1
3998,dance,1
3999,sobrenomes,1
4000,meucelular,1
4001,adidas,1
4002,garbage,1
4003,monasterio,1
4004,encontrarrrr,1
4005,reflexao,1
4006,balanceamento,1
4007,cebola,1
4008,missionaria,1
4009,scissorhands,1
4010,pomadinhas,1
4011,milkshake,1
4012,inves,1
4013,batucando,1
4014,kepsokse,1
4015,mistake,1
4016,responderem,1
4017,saiba,1
4019,conteudo,1
4020,logica,1
4021,bellavaladao,1
4022,especialmente,1
4023,melosos,1
4024,s2s2s2s,1
4025,complete,1
4026,durex,1
4027,apaixono,1
4028,xurras,1
4029,installin,1
4031,comecem,1
4032,xaninhum,1
4033,sedex,1
4034,driving,1
4035,naoseioque,1
4036,rememberwhen,1
4038,engenheira,1
4039,twenty,1
4040,listening,1
4041,descomplica,1
4042,ddddd,1
4043,velhice,1
4044,indiquei,1
4045,digam,1
4046,mechinhasgays,1
4047,aguarde,1
4048,maaaano,1
4049,xdddd,1
4050,rsrsrsrsrsrsrssssssssssssssssssssssssssssss,1
4051,engarrafamento,1
4052,tapajos,1
4053,shiiiiit,1
4054,tuuuuudo,1
4055,ansia,1
4056,similares,1
4057,soooooooooooo,1
4058,assasinos,1
4059,slowly,1
4060,beigosssssss,1
4061,rapidas,1
4062,baseado,1
4063,1994ac,1
4064,descolado,1
4065,joesjipoeijopsie,1
4066,estaria,1
4067,gordice,1
4068,voltando,1
