,index,tweet
6968,monitor,1
6969,velocidade,1
6970,reprovou,1
6971,jespoijespoijsepoij,1
6972,atende,1
6973,burras,1
6974,sickest,1
6975,interesse,1
6976,vivido,1
6977,generico,1
6978,could,1
6979,preocupadissima,1
6980,exalando,1
6981,sebos,1
6982,olhadinha,1
6983,corrigir,1
6984,indecifraveis,1
6985,desacustumei,1
6986,absurdamentes,1
6987,stone,1
6988,perseguicao,1
6989,esperei,1
6990,beeeeigos,1
6991,compreendendo,1
6992,ocorrido,1
6993,fuckkk,1
6994,proximo,1
6995,investigacao,1
6996,qqqqqqqqqqqqqqqqzao,1
6997,pitanga,1
6999,caraaaaaaaaaai,1
7000,cogumelos,1
7001,falantes,1
7002,nariz,1
7004,facilita,1
7005,writing,1
7006,fechada,1
7007,checked,1
7008,tempestade,1
7009,invejo,1
7010,goooooooooooooooooosh,1
7011,agradeceriam,1
7013,deadly,1
7014,evitando,1
7015,incluindo,1
7016,hackeado,1
7017,pimba,1
7018,pollyanna,1
7019,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,1
7020,viaveis,1
7021,decoreba,1
7022,chove,1
7024,aplicativos,1
7025,haeuiehiuh,1
7026,senhora,1
7028,digamos,1
7029,musicos,1
7030,monstro,1
7031,desenterrando,1
7032,ahazei,1
7033,vique,1
7034,segundasss,1
7035,station,1
7036,diabinho,1
7037,trips,1
7038,cinza,1
7039,restringir,1
7041,papais,1
7042,arrumo,1
7043,tiago,1
7044,sonsa,1
7045,dooooooooooooooon,1
7046,hiphone,1
7047,comparado,1
7048,preferiu,1
7049,corpinho,1
7050,encantei,1
7051,duendes,1
7052,seopjsepoi,1
7053,avenida,1
7054,vestibulisticos,1
7055,chocadissima,1
7056,limitar,1
7057,tocarem,1
7058,revoltante,1
7059,based,1
7060,viciadissssssssima,1
7061,menos,1
7062,hahahha,1
7063,intuicao,1
7064,inpressao,1
7065,mamain,1
7066,sentiram,1
7067,bjsss,1
7068,computadorrrrrrrrr,1
7069,aaaaaaaaaaaaaaa,1
7070,handsome,1
7071,maraaaaaaaaaaaaaaa,1
7072,caixas,1
7073,aplicada,1
7074,noitxy,1
7075,aconteceu,1
7076,facilmente,1
7077,superbonder,1
7078,robert,1
7079,dentistia,1
7081,mortadela,1
7083,cuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,1
7084,enfiarem,1
7085,maxima,1
7087,estuda,1
7089,preferir,1
7090,valer,1
7091,naosei,1
7092,kpekspskpeo,1
7093,pelos,1
7094,foster,1
7096,laterrrr,1
7097,carissima,1
7098,alfajors,1
7099,carregados,1
7100,providencia,1
7101,mymomsaid,1
7102,letter,1
7103,crepe,1
7104,arrives,1
7105,banco,1
7106,pariuuuuuuuuuuuu,1
7107,muahahauah,1
7108,voltarei,1
7109,estante,1
7110,noooo,1
7111,empty,1
7113,encolhe,1
7114,elegante,1
7115,artistas,1
7118,copying,1
7119,nomes,1
7120,exemplo,1
7121,nooooooooooooooo,1
7122,basicamente,1
7123,reuniao,1
7124,broken,1
7125,aeaeaea,1
7126,revolts,1
7127,filminhos,1
7128,winterheaarted,1
7130,musicmonday,1
7132,desfiar,1
7133,encaixando,1
7134,greaaaaaaaaaat,1
7135,senhores,1
7136,principais,1
7137,cumulo,1
7139,heeeeeere,1
7140,gravando,1
7141,lyndo,1
7142,casaquinhos,1
7143,acabaram,1
7144,screwdriver,1
7145,hayley,1
7146,quilometros,1
7147,relaxamento,1
7148,hapiesheo,1
7149,escolher,1
7150,setem,1
7151,justiceiro,1
7152,vendido,1
7153,solteirisse,1
7154,alcohol,1
7155,nhenhenhenhe,1
7156,supermarket,1
7157,runner,1
7158,aborrecimento,1
7159,amava,1
7160,vizinhos,1
7161,alargadores,1
7162,atentado,1
7163,springsteen,1
7164,obrigadas,1
7165,tantantan,1
7166,digitei,1
7167,daaaaaaays,1
7168,pokpesok,1
7169,paranoa,1
7170,fofissima,1
7172,viajarrrrrrrrrrr,1
7173,esmagada,1
7176,colorindo,1
7177,afffffffffff,1
7178,changed,1
7179,machucando,1
7181,neymar,1
7182,gretchen,1
7183,tremendo,1
7184,tayrodriigues,1
7185,ganharia,1
7186,souber,1
7187,confissao,1
7188,beeeeeeem,1
7189,renner,1
7190,caszamiga,1
7191,kposekposekpseokspeokpek,1
7192,pulinho,1
7193,radical,1
7194,automaticos,1
7195,afterrrrrrrr,1
7196,cubro,1
7197,agopra,1
7198,refrigerator,1
7199,caraaaaaaaaaaaaaaaalho,1
7201,padrastro,1
7202,aaaaaaaaaaaah,1
7203,gigantesca,1
7204,pinguim,1
7205,program,1
7206,dinamarca,1
7207,fecho,1
7208,marty,1
7209,muuuuuuuita,1
7210,modinha,1
7211,correct,1
7212,whitney,1
7213,naodemorou,1
7214,mexxxmo,1
7215,joipsejposeijpsei,1
7216,vaguinha,1
7217,mentos,1
7218,vooooootem,1
7219,fritas,1
7220,turquetti,1
7221,lines,1
7222,judgrment,1
7223,encaixa,1
7224,seconds,1
7227,escrevo,1
7228,artistica,1
7229,negativou,1
7230,conhecea,1
7231,enfeitado,1
7232,shooooowerrrr,1
7233,imagino,1
7234,reconstruindo,1
7235,mecha,1
7236,sujas,1
7237,suina,1
7238,pavaroti,1
7239,forminha,1
7240,jogasse,1
7241,remoendo,1
7243,libraries,1
7244,lalala,1
7246,rockerdepre,1
7247,especies,1
7248,lerdo,1
7249,yoouu,1
7250,certezas,1
7251,taaarde,1
7252,umido,1
7253,spears,1
7254,acordarrrrr,1
7256,gostam,1
7257,barraco,1
7258,brick,1
7259,resumidas,1
7260,alokaaaaaaaa,1
7261,palmadas,1
7262,vamosss,1
7263,frustration,1
7264,domei,1
7265,email,1
7266,futricar,1
7267,covarde,1
7269,raciocinando,1
7270,reativar,1
7271,minutinhos,1
7272,division,1
7275,gaabr,1
7276,apagadas,1
7277,predio,1
7278,quebra,1
7280,expoem,1
7281,urgentxi,1
7282,dublado,1
7283,paramore,1
7284,vibracall,1
7285,ironica,1
7286,mimimir,1
7287,leitores,1
7288,naaaaaaaaaaaaao,1
7290,hahahahhahahahahhahahahahhahahahhahahahahhahahaha,1
7291,lembrou,1
7292,genio,1
7293,culpado,1
7295,discribe,1
7296,acentos,1
7297,aheiuaehiuehaiuaehuiehiueahuihaeiuhaeiuheaiuheuiaehuiaehiaueh,1
7298,tried,1
7299,gurys,1
7300,perfume,1
7301,nomezinho,1
7302,wants,1
7303,indisponivel,1
7304,sucedido,1
7306,omfgosh,1
7307,unidade,1
7308,alegrifes,1
7309,quebrando,1
7310,madalosso,1
7311,barriga,1
7312,existia,1
7313,filhas,1
7314,gabrielaturquetti,1
7315,estudam,1
7316,afoitos,1
7317,coitadinha,1
7318,belisca,1
7319,gritou,1
7320,crippling,1
7321,color,1
7322,hellou,1
7324,wellllllllllllll,1
7325,putas,1
7326,acender,1
7327,cifra,1
7328,euforica,1
7329,calories,1
7330,ounao,1
7331,vanessa,1
7333,pudim,1
7335,xxxxxxxxxx,1
7336,heeeeeeeeere,1
7337,husband,1
7338,choraaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaannnnnnndddddddddddddddddddddddddddddddddddddddddddddd,1
7341,neles,1
7342,acumulada,1
7343,collegio,1
7344,psekpoesposek,1
7345,maquiadas,1
7346,importaria,1
7347,ziggy,1
7348,brinkssssssssssss,1
7351,tendencia,1
7353,k4r3nt3,1
7354,finalmenter,1
7355,aaaaaaaaaaaaaaaaaaaaaaa,1
7358,avisando,1
7359,arrumava,1
7360,engorda,1
7361,conjunto,1
7362,falante,1
7363,preguuuuuuuuuuuica,1
7364,visitaram,1
7366,voupro,1
7367,roubo,1
7368,apaguei,1
7369,chatiadissina,1
7370,acaboude,1
7372,fechou,1
7373,country,1
7374,reasons,1
7375,desfollowei,1
7376,seducao,1
7377,misturas,1
7378,vendendor,1
7380,kerydus,1
7381,disnye,1
7382,inutilidade,1
7383,cobra,1
7384,orelhinha,1
7385,youuuuuuuuuuuuuuuuuuuuu,1
7386,shooooooower,1
7387,consultorio,1
7389,erasers,1
7390,jogam,1
7391,logic,1
7392,permanentes,1
7393,lavando,1
7394,omfgggggggggggggggggggggggg,1
7395,desgracada,1
7396,sorrir,1
7398,infantilidade,1
7399,lembrando,1
7400,hahahahahahhahah,1
7401,atoronnnnnnn,1
7402,loirinho,1
7404,trofeu,1
7405,busca,1
7406,obrigatoria,1
7408,conseguirei,1
7409,secura,1
7410,remeber,1
7411,nooooooooo,1
7412,ouvirei,1
7413,gominhos,1
7415,inside,1
7416,fansite,1
7417,grito,1
7419,canecas,1
7420,estorar,1
7422,orgulha,1
7423,lemonade,1
7424,prendada,1
7425,superstar,1
7426,kpoksepokepo,1
7427,telefones,1
7429,minina,1
7430,tortura,1
7431,cabildo,1
7432,arrrrrrrrrrrrrrrrg,1
7433,lapoisinio,1
7435,departamento,1
7436,viagem,1
7437,genti,1
7439,diaaaa,1
7440,pontas,1
7441,decido,1
7442,haeuheuhaeuh,1
7443,servir,1
7446,marombeiro,1
7447,rebeldia,1
7448,lafusos,1
7450,machucar,1
7451,showeeeeeeeeeer,1
7452,petencostal,1
7456,assinar,1
7457,hmshakeshake,1
7458,oiesjposeij,1
7459,imdavidwilliams,1
7460,17sickles,1
7462,religio,1
7463,envolva,1
7464,porrada,1
7465,reanimar,1
7466,velhos,1
7467,carolina,1
7468,easter,1
7469,briguei,1
7470,demorava,1
7471,virgens,1
7472,fincando,1
7473,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1
7474,tentarei,1
7475,evito,1
7477,coruja,1
7478,curte,1
7479,tweeeeeeeeeeeeeeeeeeets,1
7480,restaurar,1
7481,preparem,1
7482,lavou,1
7483,buble,1
7484,trvel,1
7485,fritando,1
7486,mierrrrrrrrrrrrda,1
7487,ambientais,1
7488,binha,1
7489,beigosmil,1
7490,emprestavel,1
7491,padrinhos,1
7492,tentativas,1
7493,bonitinhas,1
7494,misturar,1
7495,kdkdkdkd,1
7496,pacotinhos,1
7497,apaixonado,1
7498,muuuuito,1
7499,studyin,1
7500,digestorio,1
7501,salao,1
7502,zerodois,1
7503,morrem,1
7504,frete,1
7505,malho,1
7506,intencao,1
7507,heeeeeeeeeeeeeeeeeeeeeeey,1
7508,victoria,1
7509,rainning,1
7511,seriouslyyyyyyyyyyyyyyyyyyyyy,1
7512,calcaaa,1
7513,rasgando,1
7515,veterinario,1
7517,levou,1
7518,americanasfuteis,1
7519,chorem,1
7520,anotacoes,1
7521,morreeeeeeeeeeenddoooooo,1
7522,desligue,1
7523,bichona,1
7524,deixaram,1
7525,consultas,1
7526,agradecimento,1
7527,diasssssssssssssssssssssssssssssssssss,1
7528,poeskpoekp,1
7529,mimimimim,1
7530,johnny,1
7531,enigma,1
7534,verem,1
7535,frentes,1
7536,timido,1
7537,domigo,1
7538,livrozinho,1
7539,brincadeirinha,1
7540,pecados,1
7541,amoriiiiiiiiiiiiis,1
7542,duras,1
7543,caralhooooo,1
7544,chovendo,1
7545,conselhos,1
7546,kiquoisa,1
7547,bazinga,1
7548,artico,1
7549,organizin,1
7550,lanterna,1
7552,hamleys,1
7553,weeeeeeeell,1
7554,andado,1
7555,afetiva,1
7556,twwwwwwwwwwweets,1
7557,demonio,1
7558,rodrigo,1
7559,cliente,1
7560,fancine,1
7561,torrar,1
7562,zerado,1
7564,impressionada,1
7565,grosso,1
7566,hilaria,1
7568,romanticos,1
7569,agradaveis,1
7570,passem,1
7572,adicionado,1
7573,garotasgeeks,1
7574,paleontologia,1
7575,congelante,1
7576,papers,1
7577,marietta,1
7578,registrar,1
7579,fatorial,1
7581,pedem,1
7584,viajando,1
7585,anestesia,1
7586,feeeeeerias,1
7588,sjepoisje,1
7589,dddddddx,1
7590,sairia,1
7591,afundada,1
7592,aplicativo,1
7593,chocotone,1
7594,frias,1
7595,gostasse,1
7596,escondido,1
7597,sabem,1
7598,blocked,1
7599,quadrada,1
7600,voltaraaaaaaam,1
7601,character,1
7602,mussarela,1
7603,concorrer,1
7605,hahahahahahahahahahahahahahaha,1
7606,lisboa,1
7608,thayi,1
7609,fields,1
7610,desencalha,1
7611,kkkkkkkkkk,1
7612,boyband,1
7613,demorado,1
7614,stalk,1
7615,naaaoooo,1
7616,tadinha,1
7618,reias,1
7619,guardadinho,1
7620,meeting,1
7621,espirituosa,1
7622,ancoras,1
7623,condeno,1
7624,esboco,1
7625,listrado,1
7626,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1
7627,perfeitas,1
7628,track,1
7629,millennium,1
7631,adquirir,1
7632,blade,1
7633,miniature,1
7634,panqueta,1
7635,acrodar,1
7636,cordei,1
7637,clicar,1
7638,afternoonnnnnnnnnn,1
7639,alagoas,1
7641,oeoeoeoeoeoeoeoe,1
7642,eaters,1
7643,mentalmente,1
7644,wanted,1
7646,starting,1
7647,bloqueia,1
7649,kkkkkkkk,1
7650,propria,1
7651,quebro,1
7652,falls,1
7656,implica,1
7657,nooooo,1
7658,cherry,1
7659,federico,1
7660,evryone,1
7661,repleia,1
7662,lifeeeeeeee,1
7664,ingenuidade,1
7665,abandonou,1
7666,xavier,1
7667,tonight,1
7668,fofoca,1
7669,seriadinhos,1
7670,iwannabegay,1
7672,sabadoo,1
7673,agenda,1
7674,estudada,1
7675,retrato,1
7676,elliott,1
7677,vocess,1
7678,castlevania,1
7679,alison,1
7680,consequencia,1
7681,aflita,1
7682,eletrizacao,1
7683,purra,1
7684,nostalgico,1
7685,posto,1
7686,alivio,1
7688,brendon,1
7689,espada,1
7690,pensativa,1
7691,contratar,1
7692,clave,1
7693,profeliana,1
7695,jonasday,1
7696,admiravel,1
7697,manteiga,1
7698,beeeeem,1
7699,membros,1
7700,cebolitos,1
7701,jpoiesjpsoei,1
7702,brazillovestom,1
7703,estudarrrrrrrrrrrrrrr,1
7704,bjsbsj,1
7705,tiver,1
7707,digito,1
7708,bombante,1
7709,mitei,1
7710,arrependido,1
7711,indie,1
7713,outros,1
7715,ahahahahhahahahahahhaha,1
7716,roupinhas,1
7717,jetsetter,1
7718,rrepiada,1
7719,preparo,1
7720,reavaliacoes,1
7721,lacre,1
7722,astrologia,1
7723,pascal,1
7724,agoniante,1
7725,tendinite,1
7726,garantia,1
7727,voltava,1
7728,aaaaajuda,1
7729,cintos,1
7730,lolaaaaaaaaaaaaaa,1
7731,clary,1
7733,feitas,1
7734,ladybug,1
7735,genteeeee,1
7736,amoreeeeeeeees,1
7737,avalon,1
7738,pksepoksepoksepoke,1
7739,desastre,1
7740,bjkinhas,1
7741,1000000x,1
7742,controlar,1
7743,frrrrio,1
7744,derivados,1
7745,backgrounds,1
7746,vanguart,1
7747,acordarem,1
7748,deusssssss,1
7749,trate,1
7750,reprovado,1
7751,apreciei,1
7753,audicao,1
7754,baixado,1
7755,chova,1
7756,manicure,1
7757,sector,1
7758,bommmmmmmm,1
7759,baiano,1
7760,feliciano,1
7761,hehehehehehe,1
7762,igles,1
7763,desacansar,1
7764,emprestar,1
7765,positividade,1
7766,giovanna,1
7767,hellcat,1
7768,lllllllllllllll,1
7769,jesusssssssssssssssss,1
7770,revelar,1
7771,bondemaisss,1
7772,confortante,1
7773,tratar,1
7774,quevicio,1
7775,outro,1
7776,photoshoot,1
7777,afinar,1
7778,despertador,1
7779,verrrr,1
7780,rororo,1
7781,charlieyang14,1
7782,oisejposejsep,1
7783,novels,1
7784,sulfite,1
7785,ooooooooo,1
7786,censorship,1
7787,intoxicada,1
7788,existir,1
7790,bigger,1
7791,bolinha,1
7792,needs,1
7793,entradas,1
7794,pagando,1
7795,letme,1
7796,oooooooooooh,1
7798,pesada,1
7799,pedicure,1
7801,joana,1
7802,afiliado,1
7803,matadores,1
7804,somethin,1
7805,geladissima,1
7806,lindeza,1
7808,alarmante,1
7809,contorcionista,1
7810,mangas,1
7811,cyber,1
7812,derrubar,1
7813,creio,1
7814,infeeeeernos,1
7815,aprendo,1
7816,banhos,1
7818,demorarei,1
7821,arrumadas,1
7822,bichinha,1
7823,galerinhalindaecolorida,1
7824,ardeu,1
7825,abencoada,1
7826,naoseicomoseescreve,1
7827,seriados,1
7828,scaneie,1
7829,frank,1
7830,passeadinha,1
7831,kpoeksposekpok,1
7832,iluansantana,1
7833,sentiria,1
7834,criei,1
7835,querer,1
7836,sanduiches,1
7837,princesas,1
7839,hunger,1
7840,herpes,1
7841,queen,1
7842,loiros,1
7843,dermacyd,1
7844,chamadas,1
7846,tiiiiiiiiiiired,1
7847,dividir,1
7848,reerguer,1
7849,neeee,1
7851,sturgess,1
7852,amendoim,1
7853,silicone,1
7854,papai,1
7855,awayy,1
7856,voltamos,1
7857,finger,1
7858,followerssssss,1
7859,influenciada,1
7861,personalidade,1
7862,suando,1
7863,s2s2s2s2s2s2s,1
7864,protestar,1
7865,poijseoije,1
7866,acabaria,1
7868,alcanco,1
7869,disposta,1
7870,fringe,1
7871,deverzinho,1
7872,presentinho,1
7873,esposa,1
7874,atropelar,1
7877,olhasse,1
7878,hardly,1
7879,integrais,1
7880,decidiram,1
7881,casaquinho,1
7882,jetpack,1
7884,mesma,1
7885,movies,1
7886,jamais,1
7887,colocarei,1
7888,esconder,1
7889,sentada,1
7890,dormirrrr,1
7891,proceder,1
7893,baaaaaaaaang,1
7894,seriouly,1
7895,zzzzzzzzzzzzzz,1
7896,disposto,1
7897,hibernei,1
7898,plantada,1
7899,dourado,1
7900,pequenininho,1
7901,eaaaaaaaat,1
7902,droga,1
7903,notbook,1
7904,viber,1
7905,conseguimos,1
7906,clinica,1
7907,18h30,1
7909,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah,1
7910,eduardo,1
7911,ovinhos,1
7912,manso,1
7913,shoulder,1
7914,melhorou,1
7915,sintam,1
7917,borradona,1
7918,foung,1
7919,emograma,1
7920,divino,1
7921,atleta,1
7922,brandao,1
7923,aproveitem,1
7924,fotografo,1
7925,cansatida,1
7926,combustivel,1
7927,normais,1
7928,preguia,1
7929,comedia,1
7930,cyrus,1
7931,morraaaaaaaaaaa,1
7933,cantei,1
7934,frito,1
7935,sonequinha,1
7936,heuihaeuiheaiuhaeiuheuiiuehiuehiuheiuhaeuiheaiuheiuhaeaeuiheuihieuhaeuihieuhiuehiuehiuehiauehiuehiuaehiaeuhiaeuhieuhieuahiauehiuehhaeuiuaiha,1
7937,circos,1
7938,notpad,1
7939,tocou,1
7940,bastard,1
7941,essay,1
7942,ruguinha,1
7943,figurante,1
7944,subirei,1
7945,baratas,1
7946,obscuro,1
7947,pringles,1
7948,parando,1
7949,cheetos,1
7950,cratera,1
7952,horrores,1
7953,cobrador,1
7954,braaaaaaaaaaaazil,1
7955,carreira,1
7956,poskepsoek,1
7957,feels,1
7958,quilometricos,1
7959,bichisse,1
7960,entregaram,1
7961,borrada,1
7962,teens,1
7963,demaiss,1
7964,cabecoes,1
7965,aperto,1
7966,kpeskpsoekpoesk,1
7967,garotas,1
7968,desperdicar,1
7969,readaptar,1
7970,musculo,1
7971,legalzinho,1
7972,malhei,1
7973,tranzou,1
7974,sincera,1
7976,particula,1
7977,alfajor,1
7978,dividida,1
7979,vegans,1
7980,torturar,1
7982,queimou,1
7983,emoxaum,1
7984,kicks,1
7986,rango,1
7987,ahhhhhhh,1
7988,soulless,1
7989,dominar,1
7990,bombay,1
7991,inicial,1
7993,colarzinho,1
7995,molhada,1
7996,respondeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeu,1
7997,pensem,1
7998,bagagem,1
8000,mindo,1
8002,sexiest,1
8003,instabilidade,1
8006,qqiso,1
8007,carregarem,1
8008,arrastando,1
8009,joker,1
8010,blastulas,1
8011,stefhany,1
8012,caralhooooooo,1
8013,aprensentar,1
8014,miimimimi,1
8015,s2s2s2s2s2s2s2,1
8016,difjdlmsdfosd,1
8017,perigon,1
8020,baloes,1
8021,mindinho,1
8022,pokerface,1
8023,showeer,1
8025,digirir,1
8026,divaaaaaaaaa,1
8027,garimpar,1
8028,frequencia,1
8029,aiaii,1
8030,fizesse,1
8031,voyage,1
8034,episodes,1
8035,irrrrrrrrrrrrrr,1
8036,zzzzzzzzzz,1
8038,curtissem,1
8039,compromisso,1
8040,quantidade,1
8041,brincando,1
8042,scrap,1
8043,esfirras,1
8044,quadras,1
8045,tenta,1
8046,lotar,1
8048,cortava,1
8049,esquecam,1
8050,americanasfilhasdaputa,1
8051,interiormente,1
8052,aparelhos,1
8054,defina,1
8055,curtidas,1
8056,inglaterraa,1
8058,ohanabana,1
8059,texto,1
8060,geralmente,1
8061,imaginar,1
8062,diploma,1
8064,backkk,1
8065,provavelmente,1
8066,thengetpatricia,1
8067,claras,1
8068,swarm,1
8069,sumiram,1
8070,durmi,1
8071,hahahhaha,1
8072,sujeito,1
8073,sinceridade,1
8074,boraaa,1
8075,awayyyyyy,1
8077,summarizing,1
8078,gingerproblems,1
8079,dificeis,1
8080,submarine,1
8081,tweeeeets,1
8082,papaparty,1
8083,taque,1
8084,relembrar,1
8085,aspargos,1
8086,musiquinhas,1
8087,embora,1
8088,thriller,1
8089,promo,1
8090,estrutura,1
8091,girafa,1
8092,casos,1
8093,apesares,1
8094,seeeeerio,1
8095,falsa,1
8096,remorso,1
8098,caaaaaaaaaaaaaaaaaaaaaaaaara,1
8100,exagerado,1
8101,fudeeeeeeeeeeendo,1
8103,explicando,1
8104,desagradavel,1
8105,despediu,1
8107,heheh,1
8109,surprised,1
8110,animando,1
8111,geladissimo,1
8112,isaac,1
8114,ocupam,1
8115,ralar,1
8116,besteiras,1
8117,decifrar,1
8118,maximo,1
8119,pulmoes,1
8120,aliens,1
8121,stupidgirl,1
8122,meter,1
8123,niiiiiiiiice,1
8124,testar,1
8126,adiantar,1
8127,contact,1
8128,imprestaveis,1
8129,igualzinha,1
8130,comprimento,1
8131,passarna,1
8132,cansadissima,1
8135,rasgar,1
8136,nadar,1
8137,hahahahha,1
8139,pomada,1
8140,piggy,1
8141,chegas,1
8142,generation,1
8143,deslocamento,1
8144,imediatamente,1
8145,enjoada,1
8146,prestou,1
8147,mimiiimi,1
8148,pulso,1
8149,binks,1
8150,reina,1
8151,wowww,1
8152,poucao,1
8153,hackeou,1
8154,globalizacao,1
8155,vendedor,1
8156,fraco,1
8157,progresso,1
8158,deparo,1
8159,palavrassabias,1
8160,motivacao,1
8161,orelhinhas,1
8162,undersant,1
8163,tantantantan,1
8164,templo,1
8165,caralhoooooooooooooooooooooo,1
8166,agradecendo,1
8167,roubada,1
8168,compramos,1
8170,vibes,1
8171,socada,1
8172,affffffff,1
8173,bancar,1
8174,singin,1
8175,enganado,1
8176,glowww,1
8177,sangrando,1
8178,aquilo,1
8179,cansou,1
8180,tamanco,1
8181,masterplan,1
8182,perguntei,1
8184,formosa,1
8185,framboesa,1
8186,adolescentes,1
8187,obriga,1
8188,misto,1
8189,fritou,1
8190,gorduroso,1
8191,joyride,1
8193,mucho,1
8194,macarraaaaaaaaao,1
8195,pastor,1
8196,kidspalooza,1
8197,lomanade,1
8198,queeeeeeeeeeeeeeeeee,1
8199,suprimentos,1
8200,complexos,1
8201,s22222222222222,1
8202,separado,1
8203,piscando,1
8204,depilatorio,1
8205,fooooooooooooome,1
8206,dolorosamente,1
8207,marinafletchergripe,1
8208,percebido,1
8209,colhi,1
8210,romance,1
8211,sunglass,1
8213,oferece,1
8214,hoooooooooome,1
8215,pqpqpqpqpqppqp,1
8216,acting,1
8217,silveira,1
8218,meteu,1
8219,yeeeeeeees,1
8220,castrar,1
8222,indecisao,1
8223,albernaz,1
8224,juliana,1
8225,ready,1
8226,xicara,1
8227,colicaaaaaaaaaaaaaa,1
8228,setor,1
8229,dougie,1
8230,goooooosh,1
8231,chegarei,1
8232,veeeeeeeeeeeeer,1
8233,month,1
8234,mariuker,1
8235,limpas,1
8237,agulhas,1
8238,pamelalovesftsk,1
8239,lehjones,1
8240,tirarei,1
8242,amazona,1
8244,mergulharam,1
8246,rsrsr,1
8247,melhora,1
8248,estranha,1
8249,esquentar,1
8250,dormiram,1
8251,brigadeiros,1
8252,dedico,1
8253,locar,1
8254,nhaccccccccc,1
8255,nevershoutnever,1
8257,chamito,1
8258,preferiria,1
8259,indesejaveis,1
8260,apresenta,1
8261,brincar,1
8262,brinquedinho,1
8263,chorado,1
8264,acentuacao,1
8265,lotado,1
8266,chatinho,1
8267,oxirreducao,1
8268,sepkplspseplseksepoespok,1
8269,contagious,1
8270,eaaaaaaaaaaaaaai,1
8271,formigante,1
8272,simbora,1
8273,encantos,1
8274,hypnotise,1
8275,hitler,1
8276,irmazinha,1
8277,omggggggggg,1
8278,sands,1
8279,looooooooooord,1
8280,levado,1
8281,friozinho,1
8282,aquariano,1
8283,brecha,1
8284,kkkkkkkkkkkkkkk,1
8285,diaaaaaaaaaa,1
8286,poderosa,1
8287,resolva,1
8288,saddddd,1
8289,twitters,1
8290,conclusao,1
8292,mamaaaaaaaae,1
8293,supertri,1
8294,advertencia,1
8295,protex,1
8296,iloveyou,1
8298,nauseas,1
8300,calar,1
8302,macaquinhos,1
8303,nostradamus,1
8304,aaaaaaaah,1
8305,zombie,1
8306,recebe,1
8307,passivo,1
8308,ouvida,1
8309,kokotha,1
8310,opcoes,1
8311,coloco,1
8313,vosses,1
8314,ocisas,1
8315,permission,1
8316,meeeeeeerda,1
8317,proteinas,1
8319,kespoksepo,1
8320,produtivaaaaaaa,1
8321,canela,1
8322,entrevista,1
8325,identifiquei,1
8326,deletou,1
8327,enterprise,1
8328,hahaaha,1
8329,energetic,1
8330,twittam,1
8331,milho,1
8332,azeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeedo,1
8334,boyss,1
8335,feeeeeeerias,1
8336,praque,1
8337,temas,1
8338,alien,1
8339,d1sp4r4d0,1
8341,verdes,1
8342,evoluem,1
8343,possivelmente,1
8344,restinho,1
8345,proibindo,1
8346,goooooooooosh,1
8347,inimiga,1
8348,hahhahahahaha,1
8349,especificas,1
8350,disse,1
8351,lesbicas,1
8353,iguala,1
8354,situacao,1
8355,mecanismo,1
8356,quotes,1
8357,weather,1
8358,aluminio,1
8359,conheceu,1
8360,estudos,1
8361,deprime,1
8362,pumpkins,1
8363,qwerty,1
8364,bielsimas,1
8365,aprende,1
8366,gladiador,1
8367,rockssssssssssssssssssss,1
8368,elevador,1
8369,dobrar,1
8370,looooooogo,1
8371,bittersweet,1
8372,desacostumadissimaa,1
8373,playlist,1
8375,understant,1
8376,arranjou,1
8377,chuvoso,1
8378,fillha,1
8379,passividade,1
8380,vontades,1
8381,discordar,1
8382,lelelele,1
8383,gostosas,1
8384,naive,1
8385,circo,1
8386,whaaaaattttt,1
8387,mimati,1
8388,sosnos,1
8389,laughting,1
8391,state,1
8392,estudaram,1
8393,aninhos,1
8394,conosco,1
8395,neopet,1
8396,devil,1
8397,pelancas,1
8399,classic,1
8400,14h25,1
8401,instrumentos,1
8402,canalhas,1
8403,improvisada,1
8404,fofissimo,1
8406,funcionou,1
8407,1yearmcflybr,1
8408,juddday,1
8409,provavelmentepravoce,1
8410,mimxplica,1
8411,vestibulanda,1
8412,oucam,1
8413,precuisa,1
8414,showwwwwwwww,1
8417,escrevendo,1
8418,zzzzzzzzzzz,1
8420,enloquecer,1
8421,estacoes,1
8422,caibra,1
8423,lalalalalalalalalalalala,1
8424,tiiiiicket,1
8425,hurting,1
8427,detected,1
8428,gloooria,1
8429,parte,1
8430,kosekpose,1
8431,arvores,1
8432,twitte,1
8433,londooooooon,1
8435,nobres,1
8436,abandona,1
8438,empurrando,1
8439,imperativa,1
8440,ponte,1
8441,shousuke,1
8442,tooooooom,1
